Sl no.,PART NAME,PRICE per unit (INR),PRICE per unit (USD),T.QUANTITY,TOTAL PRICE(INR),TOTAL PRICE(USD),COMPONENT LINK
1,Quadcopter camera,3381rs,$37.16,1,3381rs,$37.16,https://www.theengineerstore.in/products/runcam-phoenix-2-micro-fpv-camera-for-quadcopters
